,Address,PlanYear,Project,IDISProjectId,IDISActivityID,Status,StatusDate,InitialFundingDate,FundedAmount,Description
44,230 S JACKSON ST STE 315,2007,PUBLIC SERVICE,15,551,Completed,9/29/2009,10/09/2007,80547.04,TO PROVIDE HOUSING COUNSELING TO LOW AND MODERATE PERSONS.
45,SCATTERED SITES,2007,DEMOLITION,14,552,Canceled,9/27/2008,10/09/2007,0.0,THE DEMOLITION OF STRUCTURES IN SLUM AND BLIGHT DESIGNATED AREAS.
46,SCATTERED SITES,2007,ACQUISITION,12,553,Completed,9/29/2009,10/09/2007,64071.1,TO ACQUIRE FORECLOSED PROPERTIES WHEN NEEDED.
47,701 BARKLEY BLVD,2007,EMERGENCY REPAIRS,7,554,Completed,4/16/2008,10/31/2007,3652.98,EMERGENCY REPAIR OF A SINGLE-FAMILY HOUSING UNIT (ROOF REPAIR).
48,2126 COLQUITT AVE,2007,EMERGENCY REPAIRS,7,555,Completed,4/16/2008,10/31/2007,4732.98,THE EMERGENCY REPAIR OF A SINGLE-FAMILY HOUSING UNIT (ROOF REPAIR).
49,2002 N SKYLANE DR,2007,EMERGENCY REPAIRS,7,556,Completed,4/16/2008,10/31/2007,4707.98,THE EMERGENCY REPAIR OF A SINGLE-FAMILY HOUSING UNIT.
50,308 LEXINGTON DR,2007,EMERGENCY REPAIRS,7,557,Canceled,5/30/2008,10/31/2007,0.0,THE EMERGENCY REPAIR OF A SINGLE-FAMILY HOUSING UNIT.
51,322 INDEPENDENCE DR,2007,EMERGENCY REPAIRS,7,558,Completed,4/16/2008,10/31/2007,4458.84,THE EMERGENCY REPAIR OF A SINGLE-FAMILY HOUSING UNIT.
52,630 GAINES AVE,2007,EMERGENCY REPAIRS,7,560,Completed,6/30/2008,10/31/2007,5826.84,THE EMERGENCY REPAIRS TO A SINGLE-FAMILY UNIT OWNED BY AHOMEOWNER (ROOF AND PLUMBING REPAIRS).
53,1200 HOBSON ST,2007,EMERGENCY REPAIRS,7,561,Canceled,5/30/2008,10/31/2007,0.0,THE EMERGENCY REPAIRS OF A SINGLE-FAMILY UNIT OWNED BY ALOW INCOME HOMEOWNER.
54,638 W HIGHLAND AVE,2007,PUBLIC FACILITIES,11,562,Completed,10/1/2009,10/31/2007,19012.52,THE OPERATION OF CITY OF ALBANY EMERGENCY HOMELESS SHELTER.
55,230 S JACKSON ST,2007,PUBLIC SERVICE,15,564,Completed,9/29/2009,11/01/2007,7780.4,TO PROVIDE TRAINING TO SUBRECIPIENTS AND NON-PROFITS.
56,1904 JONES AVE,2007,EMERGENCY REPAIRS,7,565,Canceled,4/4/2008,01/12/2008,0.0,THE EMERGENCY REPAIRS OF A HEATING AND COOLING FOR A LOWINCOME SINGLE-FAMILY UNIT.
57,3404 NEWTON RD,2007,EMERGENCY REPAIRS,7,566,Canceled,4/4/2008,01/12/2008,0.0,THE EMERGENCY REPAIRS TO THE HEATING AND COOLING SYSTEM OF ALOW INCOME SINGLE-FAMILY HOMEOWNER UNIT.
58,1223 E BROAD AVE,2007,EMERGENCY REPAIRS,7,567,Canceled,4/4/2008,01/12/2008,0.0,THE EMERGENCY ROOF AND PLUMBING REPAIRS TO A LOW INCOME SINGLE-FMAILY HOMEOWNER UNIT.
59,2500 HABERSHAM RD,2007,EMERGENCY REPAIRS,7,568,Canceled,4/4/2008,01/12/2008,0.0,THE EMERGENCY ROOF REPAIRS TO A LOW INCOME SINGLE-FAMILYHOMEOWNER UNIT.
60,1805 S JACKSON ST,2007,EMERGENCY REPAIRS,7,569,Canceled,4/4/2008,01/12/2008,0.0,THE EMERGENCY HEATING AND COOLING REPAIRS TO A LOW INCOME SINGLE-FAMILY HOMEOWNER UNIT.
61,1008 E RESIDENCE AVE,2007,EMERGENCY REPAIRS,7,570,Canceled,4/4/2008,01/12/2008,0.0,THE EMERGENCY ROOF AND ELECTRICAL REPAIRS TO A LOW INCOME SINGLE-FAMILY HOMEOWNER UNIT.
62,300 W 3RD AVE,2007,PUBLIC SERVICE,15,571,Completed,6/30/2009,02/27/2008,10000.0,A SEXUAL ASSUALTADVOCACY AND EDUCATION CENTER FOR YOUTH ANDADULT VICTIMS.
63,801 W RESIDENCE AVE,2007,PUBLIC SERVICE,15,572,Completed,11/24/2010,02/27/2008,18572.87,MENTORING PROGRAM FOR FRESHMEN MALES.
64,1904 JONES AVE,2007,EMERGENCY REPAIRS,7,573,Completed,4/16/2008,03/08/2008,5771.14,EMERGENCY REPAIR OF A SINGLE-FAMILY HOME.
65,3404 NEWTON RD,2007,EMERGENCY REPAIRS,7,574,Completed,4/16/2008,03/08/2008,5221.14,EMERGENCY REPAIR OF A SINGLE-FAMILY HOME.
66,1223 E BROAD AVE,2007,EMERGENCY REPAIRS,7,575,Completed,4/16/2008,03/08/2008,4776.14,THE EMERGENCY REPAIR OF A SINGLE-FAMILY HOME.
67,2500 HABERSHAM RD,2007,EMERGENCY REPAIRS,7,576,Completed,4/16/2008,03/08/2008,4746.14,THE EMERGENCY REPAIR OF A SINGLE-FAMILY HOME.
68,1805 S JACKSON ST,2007,EMERGENCY REPAIRS,7,577,Completed,4/17/2008,03/08/2008,5521.14,THE EMERGENCY REPAIR OF A SINGLE-FAMILY HOME.
69,1008 E RESIDENCE AVE,2007,EMERGENCY REPAIRS,7,578,Completed,4/17/2008,03/08/2008,5671.14,THE EMERGENCY REPAIR OF A SINGLE-FAMILY HOME.
70,234 CONE ST,2007,EMERGENCY REPAIRS,7,579,Completed,4/17/2008,03/08/2008,4471.14,THE EMERGENCY REPAIR OF A SINGLE-FAMILY HOME.
71,2201 GRADY ST,2007,EMERGENCY REPAIRS,7,580,Completed,4/17/2008,03/08/2008,4311.4,THE EMERGENCY REPAIR OF A SINGLE-FAMILY HOME.
72,637 HARMON AVE,2007,EMERGENCY REPAIRS,7,581,Completed,6/30/2008,03/08/2008,5882.05,THE EMERGENCY REPAIR OF A SINGLE-FAMILY HOME (ROOF REPAIR).
73,639 HARMON AVE,2007,EMERGENCY REPAIRS,7,582,Completed,6/30/2008,03/08/2008,5147.05,THE EMERGENCY REPAIR OF A SINGLE-FAMILY HOME (ROOF REPAIRS).
74,425 MULBERRY AVE,2007,EMERGENCY REPAIRS,7,583,Canceled,7/11/2008,03/08/2008,0.0,THE EMERGENCY REPAIR OF A SINGLE-FAMILY HOME.
75,1200 CATALINA LN,2007,EMERGENCY REPAIRS,7,584,Canceled,5/30/2008,03/08/2008,0.0,THE EMERGENCY REPAIR OF A SINGLE-FAMILY HOME.
76,149 FORCE DR,2007,EMERGENCY REPAIRS,7,585,Canceled,5/30/2008,03/08/2008,0.0,THE EMERGENCY REPAIR OF A SINGLE-FAMILY HOME.
77,624 JEFFERIES AVE,2007,EMERGENCY REPAIRS,7,586,Completed,6/30/2008,03/08/2008,5532.05,THE EMERGENCY REPAIR OF A SINGLE-FAMILY HOME (ROOF ANDPLUMBING REPAIRS).
78,1607 AVALON AVE,2007,EMERGENCY REPAIRS,7,587,Completed,4/17/2008,03/08/2008,4818.22,THE EMERGENCY REPAIR OF A SINGLE-FAMILY HOME.
79,913 DORSETT AVE,2007,EMERGENCY REPAIRS,7,588,Canceled,5/30/2008,03/08/2008,0.0,THE EMERGENCY REPAIR OF A SINGLE-FAMILY HOME.
80,823 S SHADOWLAWN DR,2007,EMERGENCY REPAIRS,7,589,Completed,4/17/2008,03/08/2008,4158.24,THE EMERGENCY REPAIR OF A SINGLE-FAMILY HOME.
81,321 TREMONT AVE,2007,EMERGENCY REPAIRS,7,590,Canceled,7/11/2008,03/08/2008,0.0,THE EMERGENCY REPAIR OF A SINGLE-FAMILY HOME.
82,3400 NEWTON RD,2007,ENERGY EFFICIENCY,5,591,Completed,6/30/2008,03/19/2008,1677.49,MAKE A SINGLE-FAMILY HOUSING UNIT MORE ENERGY EFFICIENT.
83,639 HARMON AVE,2007,ENERGY EFFICIENCY,5,592,Completed,6/30/2008,03/19/2008,2783.52,MAKE A SINGLE-FAMILY HOUSING UNIT MORE ENERGY EFFICIENT.
84,2205 EVERGREEN DR,2007,ENERGY EFFICIENCY,5,593,Completed,6/30/2008,03/19/2008,2027.52,MAKE A SINGLE-FAMILY HOUSING UNIT MORE ENERGY EFFICIENT.
85,1805 S JACKSON ST,2007,ENERGY EFFICIENCY,5,594,Completed,6/30/2008,03/19/2008,2027.52,MAKE A SINGLE-FAMILY HOUSING UNIT MORE ENERGY EFFICIENT.
86,3404 NEWTON RD,2007,ENERGY EFFICIENCY,5,595,Completed,6/30/2008,03/19/2008,1717.52,MAKE A SINGLE-FAMILY HOUSING UNIT MORE ENERGY EFFICIENT.
87,SCATTERED SITES,2007,LEAD,10,596,Completed,9/29/2009,03/21/2008,37344.78,CONDUCT LEAD-BASED PAINT REMEDIATIONS ON HOUSING UNITS WITHIN THE CITY OF ALBANY.
88,SCATTERED SITES,2007,BEAUTIFICATION,16,597,Completed,8/1/2009,04/15/2008,9475.97,BEAUTIFICATION PROJECTS AT SCATTERED SITES WITHIN THE CITY OF ALBANY.
89,1419 HIGHLAND AVE,2007,ENERGY EFFICIENCY,5,603,Completed,6/30/2008,05/30/2008,3985.52,MAKE A SINGLE-FAMILY HOUSING UNIT MORE ENERGY EFFICIENT
90,629 HARMON AVE,2007,ENERGY EFFICIENCY,5,604,Completed,6/30/2008,05/30/2008,4227.52,MAKE A SINGLE-FAMILY HOUSING UNIT MORE ENERGY EFFICIENT
91,1712 W HIGHLAND AVE,2007,ENERGY EFFICIENCY,5,605,Completed,6/30/2008,05/30/2008,4802.52,MAKE A SINGLE-FAMILY HOUSING UNIT MORE ENERGY EFFICIENT
92,2502 HABERSHAM RD,2007,ENERGY EFFICIENCY,5,606,Completed,6/30/2008,06/02/2008,2027.52,MAKE A SINGLE-FAMILY HOUSING UNIT MORE ENERGY EFFICIENT
93,1117 W WADDELL AVE,2007,ENERGY EFFICIENCY,5,607,Completed,6/30/2008,06/02/2008,3977.52,MAKE A SINGLE-FAMILY HOUSING UNIT MORE ENERGY EFFICIENT
94,3400 NEWTON RD,2007,EMERGENCY REPAIRS,7,609,Completed,6/30/2008,06/02/2008,5247.85, 
95,1316 E 4TH AVE,2007,EMERGENCY REPAIRS,7,613,Completed,4/9/2009,06/03/2008,6934.4, 
96,2109 JUNIPER DR,2007,EMERGENCY REPAIRS,7,614,Completed,6/30/2008,06/03/2008,6753.14, 
97,608 AZTEC LN,2007,EMERGENCY REPAIRS,7,615,Completed,9/18/2008,06/03/2008,6899.75,THE EMERGENCY REPAIR OF A SINGLE-FAMILY HOUSING UNIT.(ROOF REPAIRS)
98,1662 SUNNY LN,2007,ENERGY EFFICIENCY,5,616,Completed,6/30/2008,06/03/2008,3402.52,MAKE A SINGLE-FAMILY HOUSING UNIT MORE ENERGY EFFICIENT
99,305 S SHADOWLAWN DR,2007,ENERGY EFFICIENCY,5,617,Completed,2/22/2011,06/03/2008,5000.0,MAKE A SINGLE-FAMILY HOUSING UNIT MORE ENERGY EFFICIENT
100,1100 SWIFT ST,2007,ENERGY EFFICIENCY,5,619,Completed,6/30/2008,06/03/2008,4580.04,MAKE A SINGLE-FAMILY HOUSING UNIT MORE ENERGY EFFICIENT
101,706 16TH AVE,2007,EMERGENCY REPAIRS,7,623,Completed,6/30/2008,06/05/2008,6990.72,EMERGENCY REPAIRS FOR A SINGLE FAMILY LOW INCOME HOMEOWNER(ROOF AND PLUMBING)
102,2215 GRADY ST,2007,EMERGENCY REPAIRS,7,624,Completed,6/30/2008,06/05/2008,6959.4,EMERGENCY REPAIRS (ROOFING AND PLUMBING) FOR A LOW INCOME SINGLE FAMILY HOUSING UNIT.
103,640 HARMON AVE,2007,EMERGENCY REPAIRS,7,625,Completed,9/15/2009,06/06/2008,6736.49, 
104,207 N INGLESIDE DR,2007,EMERGENCY REPAIRS,7,626,Completed,4/1/2009,06/06/2008,6932.49, 
105,626 JEFFERIES AVE,2007,EMERGENCY REPAIRS,7,627,Canceled,9/25/2009,09/24/2009,0.0, 
106,1706 S JEFFERSON ST,2007,ECONOMIC DEVELOPMENT,4,628,Completed,6/30/2008,06/06/2008,2156.32, 
107,ALBANY COMMUNITY TOGETHER! (ACT!),2007,ECONOMIC DEVELOPMENT,4,629,Completed,9/29/2009,06/10/2008,50000.0,SMALL BUSINESS LOANS; CREATION OF JOBS FOR LOWMODERATE INCOME PERSONS; FINANCIALCASH FLOW REVIEWS OF SMALL BUSINESSES.
108,603 N JEFFERSON ST,2007,HISTORIC PRESERVATION,9,630,Completed,9/29/2009,06/27/2008,25000.0,REMOVAL OF EXTERIOR ROTTEN WOOD; ROOF REPLACEMENT;FRONT PPORCH & SIDE DECK FACING REPLACEMENT; SIDING REPLACEMENT; EXTERIOR PAINTING; WINDOW AND EXTERIOR DOOR REPLACEMENT.
109,1925 S RIVERVIEW CIR,2007,EMERGENCY REPAIRS,7,636,Completed,9/15/2009,07/14/2008,7753.59,EMERGENCY REPAIRS TO A SINGLE FAMILY HOUSING UNIT FOR A LOW INCOME HOMEOWNER (Roof).
0,UNKNOWN ADDRESS,1994,CONVERTED CDBG ACTIVITIES,2,34,Completed,9/25/1999,07/01/1993,6631.38,PROGRAM TO INSTALL A RAMP AND GRAB BARS FOR DISABLED PERSONSWHO QUALIFY AS LOW TO MODERATE INCOME.
1,UNKNOWN ADDRESS,1994,CONVERTED CDBG ACTIVITIES,2,35,Completed,9/26/1997,07/01/1994,200282.0,A LOW INTEREST AND DEFERRED LOAN PROGRAM FOR SINGLE UNITRESIDENTIAL REHABILITATION FOR LOW TO MODERATE HOUSEHOLDS.
2,UNKNOWN ADDRESS,1994,CONVERTED CDBG ACTIVITIES,2,38,Completed,1/4/1999,07/01/1993,100000.0,A LONG-TERM FIXED ASSET LOAN PROGRAM FOR BUSINESSES AND INDUSTRIES THAT ARE LOCATED IN THE CITY OF ALBANY AND PROVIDES JOBS TO LOW AND MODERATE INCOME PERSONS.
3,UNKNOWN ADDRESS,1994,CONVERTED CDBG ACTIVITIES,2,40,Completed,2/23/1998,07/01/1993,0.0,PROVIDE EMPLOYMENT OPPORTUNITIES FOR ECONOMICALLY DISADVANTAGE.
4,722 BONNY VIEW AVE,1994,CONVERTED CDBG ACTIVITIES,2,44,Completed,10/29/1997,07/01/1993,191.79,CREATED TO DEVELOP AFFORDABLE HOUSING.
5,230 S JACKSON ST,1994,CONVERTED CDBG ACTIVITIES,2,48,Completed,9/26/1997,07/01/1994,35000.0, 
6,UNKNOWN ADDRESS,1994,CONVERTED CDBG ACTIVITIES,2,62,Completed,7/1/1998,07/01/1994,0.0, 
7,UNKNOWN ADDRESS,1994,CONVERTED CDBG ACTIVITIES,2,63,Completed,7/1/1998,07/01/1994,0.0,THE DESIGN AND PARTIAL IMPLEMENTATION OF A STREET SCAPE PLAN FOR THE AREA.
8,UNKNOWN ADDRESS,1994,CONVERTED CDBG ACTIVITIES,2,65,Completed,1/4/1999,07/01/1994,18214.0, 
9,400 W HIGHLAND AVE,1994,CONVERTED CDBG ACTIVITIES,2,66,Completed,7/1/1998,07/01/1994,16084.23, 
10,230 S JACKSON ST,1994,CONVERTED CDBG ACTIVITIES,2,124,Completed,8/29/1997,07/01/1994,18091.22,INDIRECT COST THE FUNDS HAVE BEEN SPENT
11,230 S JACKSON ST,1998,ECONOMIC DEVELOPMENT,5,221,Completed,8/3/2000,07/01/0098,40000.0, 
0,UNKNOWN ADDRESS,1994,CONVERTED CDBG ACTIVITIES,2,34,Completed,9/25/1999,07/01/1993,6631.38,PROGRAM TO INSTALL A RAMP AND GRAB BARS FOR DISABLED PERSONSWHO QUALIFY AS LOW TO MODERATE INCOME.
1,UNKNOWN ADDRESS,1994,CONVERTED CDBG ACTIVITIES,2,35,Completed,9/26/1997,07/01/1994,200282.0,A LOW INTEREST AND DEFERRED LOAN PROGRAM FOR SINGLE UNITRESIDENTIAL REHABILITATION FOR LOW TO MODERATE HOUSEHOLDS.
2,UNKNOWN ADDRESS,1994,CONVERTED CDBG ACTIVITIES,2,38,Completed,1/4/1999,07/01/1993,100000.0,A LONG-TERM FIXED ASSET LOAN PROGRAM FOR BUSINESSES AND INDUSTRIES THAT ARE LOCATED IN THE CITY OF ALBANY AND PROVIDES JOBS TO LOW AND MODERATE INCOME PERSONS.
3,UNKNOWN ADDRESS,1994,CONVERTED CDBG ACTIVITIES,2,40,Completed,2/23/1998,07/01/1993,0.0,PROVIDE EMPLOYMENT OPPORTUNITIES FOR ECONOMICALLY DISADVANTAGE.
4,722 BONNY VIEW AVE,1994,CONVERTED CDBG ACTIVITIES,2,44,Completed,10/29/1997,07/01/1993,191.79,CREATED TO DEVELOP AFFORDABLE HOUSING.
5,230 S JACKSON ST,1994,CONVERTED CDBG ACTIVITIES,2,48,Completed,9/26/1997,07/01/1994,35000.0, 
6,UNKNOWN ADDRESS,1994,CONVERTED CDBG ACTIVITIES,2,62,Completed,7/1/1998,07/01/1994,0.0, 
7,UNKNOWN ADDRESS,1994,CONVERTED CDBG ACTIVITIES,2,63,Completed,7/1/1998,07/01/1994,0.0,THE DESIGN AND PARTIAL IMPLEMENTATION OF A STREET SCAPE PLAN FOR THE AREA.
8,UNKNOWN ADDRESS,1994,CONVERTED CDBG ACTIVITIES,2,65,Completed,1/4/1999,07/01/1994,18214.0, 
9,400 W HIGHLAND AVE,1994,CONVERTED CDBG ACTIVITIES,2,66,Completed,7/1/1998,07/01/1994,16084.23, 
10,UNKNOWN ADDRESS,1996,HOUSING,23,76,Completed,1/8/1999,07/01/1996,32391.54,INSTALL HEATERS INTO HOUSING THAT DO NOT HAVE HEATERS.
11,UNKNOWN ADDRESS,1996,DISPOSITION,2,77,Completed,1/7/1999,07/01/1996,181062.0,MAINTENANCE OF PROPERTIES OWNED BY THE CITY OF ALBANY COMMUNITY & ECONOMIC DEVELOPMENT DEPARTMENT
12,230 S JACKSON ST STE 315,1996,ADMINISTRATION,14,78,Completed,1/7/1999,07/01/1996,181511.52, 
13,UNKNOWN ADDRESS,1996,ECONOMIC DEVELOPMENT,22,79,Completed,7/1/1998,07/01/1996,44122.19,PROVIDE SUMMER EMPLOYMENT OPPORTUNITIES FOR ECONOMICALLYDISADVANTAGED YOUTH PEOPLE IN THE ENTERPRISE COMMUNITY.
14,230 S JACKSON ST,1996,ECONOMIC DEVELOPMENT,13,80,Completed,1/7/1999,07/01/1996,179476.74,DESIGNED TO PROVIDE TECHNICAL AND OTHER SERVICES A BUSINESS LOCATED IN THE INCUBATOR.
15,230 S JACKSON ST,1996,ADMINISTRATION,15,82,Completed,1/7/1999,07/01/1996,1057.22, 
16,230 S JACKSON ST,1996,ADMINISTRATION,16,83,Completed,1/7/1999,07/01/1996,28942.78, 
17,230 S JACKSON ST,1996,ADMINISTRATION,17,84,Completed,12/15/1998,07/01/1996,27000.0, 
18,801 GAINES AVE,1996,PUBLIC SERVICE,21,85,Completed,4/19/1999,08/01/1996,37024.07,PROVIDE TEMPORARY HOUSING FOR HOMELESS FAMILIES.
19,230 S JACKSON ST,1996,PUBLIC SERVICE,35,86,Completed,12/14/1998,07/01/1996,60000.0,DEPARTMENT OF COMMUNITY & ECONOMIC DEVELOPMENT PUBLIC SERVICE PROGRAM TO SERVED PUBLIC SERVICE AGENCIES AND CLIENTS.
20,UNKNOWN ADDRESS,1996,PUBLIC SERVICE,5,87,Completed,7/1/1998,07/01/1996,46916.0,THE PAYMENT OF UTILITY BILLS FOR EMERGENCY PURPOSES AND PRIORITY WILL BE GIVEN TO ELDERLY.
21,2810 NEWCOMB RD,1996,PUBLIC SERVICE,24,88,Completed,2/27/1998,09/20/1996,3376.91, 
22,2215 S MADISON ST,1996,PUBLIC SERVICE,27,89,Completed,9/29/1997,10/17/1996,19000.0, 
23,302 ADKINS ST,1996,PUBLIC SERVICE,28,90,Completed,3/31/2000,11/25/1996,9142.0,TO PROVIDE RENTAL ASSISTANCE.
24,ADDRESS SUPPRESSED,1996,PUBLIC SERVICE,31,91,Completed,9/30/1997,09/20/1996,25000.0, 
25,2023 MARTIN LUTHER KING JR DR,1996,PUBLIC SERVICE,32,92,Completed,3/31/2000,09/20/1996,13889.37, 
26,400 W HIGHLAND AVE,1996,PUBLIC SERVICE,33,93,Completed,2/27/1998,09/20/1996,35000.0, 
27,129 WHITTLESEY CT,1996,PUBLIC SERVICE,34,94,Completed,1/7/1999,10/17/1996,15000.0,TO EMPOWER YOUTH THROUGH PROVISION OF SUPPORT SERVICESTHAT CONTINUE AND IMPROVE ACADEMIC SOCIAL AND CHARACTER DEVELOPMENT OF YOUTH FROM ECONOMICALLY DEPRIVED HOMES.
28,UNKNOWN ADDRESS,1996,ECONOMIC DEVELOPMENT,10,95,Completed,7/1/1998,07/01/1996,2277.52,FOR THE REIMBURSEMENT OF PAYROLL EXPENSES TO CONTRACTORSUSING TRANINEE FROM THE APPRENTICE PROGRAM AND PROVIDETRAINING FOR BANKTELLERS PROGRAM.
29,322 SOUTH JACKSON AND 1219 NEWTON RD.,1995,ACQUISITION,1,99,Completed,7/13/1998,07/01/1995,17156.17,THE ACQUISITION OF PROPERTIES
30,UNKNOWN ADDRESS,1995,DISPOSITION,2,100,Completed,1/7/1999,07/01/1995,12187.47, 
31,UNKNOWN ADDRESS,1995,DEMOLITION,3,102,Completed,7/1/1998,07/01/1995,0.0,DEMOLISH ABANDONED HOMES
32,"200-300 SOUTH WASHINGTON, 200-300 WHITNEY 300 SOUTH JACKSON 200-300 HIGHLAND",1995,PUBLIC FACILITIES,4,103,Completed,7/1/1998,07/01/1995,0.0,IMPLEMENT THE STREET SCAPE PLAN FOR THE HARLEM BUSINESS DISTRICT.
33,200 WHITNEY AVE,1995,RELOCATION,37,104,Completed,7/1/1998,07/01/1995,7015.45, 
34,UNKNOWN ADDRESS,1995,PUBLIC SERVICE,5,105,Completed,9/19/2001,07/01/1995,48271.78,PARTENTING AND SOCIAL SKILL CLASSES BY ASU SCHOOL OF SOCIAL WORK- INCORPORATE PARENTING AND SOCIAL SKILL CLASSES TO BECOME CERTIFIED CHILD CARE PROVIDERS.
35,ADDRESS SUPPRESSED,1995,PUBLIC SERVICE,8,107,Completed,10/29/1997,07/01/1995,2073.59, 
36,400 W HIGHLAND AVE,1995,PUBLIC SERVICE,13,108,Completed,10/29/1997,07/01/1995,6251.0, 
37,714 W BROAD AVE,1995,PUBLIC SERVICE,15,109,Completed,7/1/1998,07/01/1995,4255.94,TO PROVIDE A SENIOR ADULT PROGRAM FOR LOW AND MODERATEINCOME SENIOR ADULTS.
38,UNKNOWN ADDRESS,1995,REHABILITATION,16,110,Completed,1/4/1999,07/01/1995,28514.0,THE REHABILITATION OF RENTAL HOUSING BY INVESTORS
39,UNKNOWN ADDRESS,1995,ECONOMIC DEVELOPMENT,20,111,Completed,7/1/1998,07/01/1995,40238.62,CREATE AN APPRENTICESHIP PROGRAM TO PROVIDE JOB TRAININGIN TRADITIONAL CRAFTSKILLS JOBS.
40,UNKNOWN ADDRESS,1995,ECONOMIC DEVELOPMENT,21,112,Completed,7/13/1998,07/01/1995,16587.6,ESTABLISH A NON-PROFIT ORGANIZATION TO COORDINATE BUSINESSASSISTANCE PROGRAMS FOR SMALL AND MINORITY BUSINESS
41,UNKNOWN ADDRESS,1995,ECONOMIC DEVELOPMENT,22,113,Completed,7/1/1998,07/01/1995,0.0,MICRO-BUSINESS LOW-INTEREST LOANS NEEDED BY SMALL BUSINESSESIN THE ENTERPRISE COMMUNITY TARGET AREA.
42,230 S JACKSON ST,1995,ECONOMIC DEVELOPMENT,23,114,Completed,1/4/1999,07/01/1995,57183.2,CITY OF ALBANY BUSINESS AND TECHNOLOGY CENTER PROVIDESTECHNICAL AND OTHER FORMS OF SUPPORT TO BUSINESS LOCATEDIN THE CENTER
43,230 S JACKSON ST,1995,ADMINISTRATION,25,115,Completed,2/26/1998,07/01/1995,8530.0, 
44,UNKNOWN ADDRESS,1995,ADMINISTRATION,26,116,Completed,1/4/1999,07/01/1995,3850.17, 
45,UNKNOWN ADDRESS,1995,ADMINISTRATION,28,117,Completed,1/4/1999,07/01/1995,659.27, 
46,129 WHITTLESEY CT,1995,PUBLIC SERVICE,31,118,Completed,7/1/1998,07/01/1995,2020.74, 
47,2117 S MADISON ST,1995,PUBLIC SERVICE,32,119,Completed,7/1/1998,07/01/1995,1846.93, 
48,302 ADKINS ST,1995,PUBLIC SERVICE,34,120,Completed,7/1/1998,07/01/1995,13818.27,PROVIDE AFFORDABLE HOUSING FOR LOW AND MODERATE INCOMEPERSONS AND COMMUNITY DEVELOPMENT OUTREACH
49,UNKNOWN ADDRESS,1996,PUBLIC SERVICE,30,122,Completed,4/20/1999,07/01/1996,25000.0,A TRANSITONAL CENTER FOR YOUTH
50,230 S JACKSON ST,1996,REHABILITATION,7,123,Completed,1/7/1999,07/01/1996,43300.0,PROJECT COST FOR CDBG REHABILITATION PROJECTS
51,230 S JACKSON ST,1994,CONVERTED CDBG ACTIVITIES,2,124,Completed,8/29/1997,07/01/1994,18091.22,INDIRECT COST THE FUNDS HAVE BEEN SPENT
52,314 N JEFFERSON ST,1995,ALBANY OUTREACH,40,125,Completed,9/26/1997,07/01/1995,252.0,A EMERGENCY RENTAL HOUSING PROGRAM
53,UNKNOWN ADDRESS,1995,HAVN,41,126,Completed,7/1/1998,07/01/1995,15625.0,TO PROVIDE NEEDED SERVICES FOR PERSONS WITH HIV AND AIDS.
54,UNKNOWN ADDRESS,1995,REHABILITATION,42,127,Completed,1/4/1999,07/01/1995,70000.0,THE REHABILITATION OF LOW AND MODERATE INCOME SINGLE FAMILY HOMES IN THE ENTERPRISE COMMUNITY TARGET AREA
55,230 S JACKSON ST,1995,ADMINISTRATION,27,128,Completed,1/7/1999,07/01/1995,2966.0, 
56,UNKNOWN ADDRESS,1996,ACQUISITION,1,132,Completed,8/3/2000,07/01/1996,72341.83,THE ACQUISITION OF PROPERTIES FOR REDEVELOPMENT OF THE AREA.
57,UNKNOWN ADDRESS,1996,DEMOLITION,3,133,Completed,7/1/1998,07/01/1996,0.0, 
58,UNKNOWN ADDRESS,1996,PUBLIC FACILITIES,4,134,Completed,6/22/1998,07/01/1996,0.0,THE DESIGN OF AND IMPLEMENTATION OF A STREET SCAPE PLAN FOR THE AREA.
59,UNKNOWN ADDRESS,1996,RELOCATION,20,135,Completed,3/23/2002,07/01/1996,7058.63,RELOCATION OF PERSONS AND PAYMENT TO PERSONS WHO WERE RELOCATED.
60,UNKNOWN ADDRESS,1996,REHABILITATION,6,136,Completed,9/25/1999,07/01/1996,20840.0,THE REHABILITATION OF RENTAL HOUSING BY INVESTOR.
61,ADDRESS SUPPRESSED,1996,PUBLIC SERVICE,29,139,Completed,4/20/1999,07/01/1996,15000.0, 
62,1100 CLARK AVE,1996,ECONOMIC DEVELOPMENT LOANS,36,142,Completed,9/29/1999,07/01/1996,55294.2,A FIXED-ASSET LOAN TO SUTTON FOR ACQUISITION OF EQUIPMENT AND INVENTORY.
63,1007 W GORDON AVE,1996,ECONOMIC DEVELOPMENT LOANS,36,143,Completed,1/7/1999,07/01/1996,42500.0, 
64,UNKNOWN ADDRESS,1996,ECONOMIC DEVELOPMENT LOANS,37,144,Completed,9/25/1999,07/01/1996,9163.01,COMMERCIAL FACADE PROGRAM
65,UNKNOWN ADDRESS,1996,ECONOMIC DEVELOPMENT LOANS,37,145,Completed,1/7/1999,07/01/1996,205659.93,SHORT-TERM LOANS TO ASSIST CONSTRUCTION CONTRACTORS TO BE ABLE TO BE COMPETITIVE IN THE BIDDING PROCESS.
66,230 S JACKSON ST,1998,ECONOMIC DEVELOPMENT,5,221,Completed,8/3/2000,07/01/0098,40000.0, 
0,225 S JACKSON ST,2009,PUBLIC FACILITIES,19,770,Completed,4/23/2013,03/23/2010,89595.68, 
